20270001/1;1;10001;20001;30001;40001
20270056/9;53388;63388;73388;83388;93388
20270056/10;55054;65054;75054;85054;95054
20270056/11;56720;66720;76720;86720;96720
20270056/12;58386;68386;78386;88386;98386
20270057/1;57;10057;20057;30057;40057
20270057/2;1723;11723;21723;31723;41723
20270057/3;3389;13389;23389;33389;43389
20270057/4;5055;15055;25055;35055;45055
20270057/5;6721;16721;26721;36721;46721
20270057/6;8387;18387;28387;38387;48387
20270057/7;50057;60057;70057;80057;90057
20270057/8;51723;61723;71723;81723;91723
20270057/9;53389;63389;73389;83389;93389
20270057/10;55055;65055;75055;85055;95055
20270057/11;56721;66721;76721;86721;96721
20270057/12;58387;68387;78387;88387;98387
20270058/1;58;10058;20058;30058;40058
20270058/2;1724;11724;21724;31724;41724
20270058/3;3390;13390;23390;33390;43390
20270058/4;5056;15056;25056;35056;45056
20270058/5;6722;16722;26722;36722;46722
20270058/6;8388;18388;28388;38388;48388
20270058/7;50058;60058;70058;80058;90058
20270058/8;51724;61724;71724;81724;91724
20270058/9;53390;63390;73390;83390;93390
20270058/10;55056;65056;75056;85056;95056
20270058/11;56722;66722;76722;86722;96722
20270058/12;58388;68388;78388;88388;98388
20270059/1;59;10059;20059;30059;40059
20270059/2;1725;11725;21725;31725;41725
20270059/3;3391;13391;23391;33391;43391
20270059/4;5057;15057;25057;35057;45057
20270059/5;6723;16723;26723;36723;46723
20270059/6;8389;18389;28389;38389;48389
20270059/7;50059;60059;70059;80059;90059
20270059/8;51725;61725;71725;81725;91725
20270059/9;53391;63391;73391;83391;93391
20270059/10;55057;65057;75057;85057;95057
20270059/11;56723;66723;76723;86723;96723
20270059/12;58389;68389;78389;88389;98389
20270060/1;60;10060;20060;30060;40060
20270060/2;1726;11726;21726;31726;41726
20270060/3;3392;13392;23392;33392;43392
20270060/4;5058;15058;25058;35058;45058
20270060/5;6724;16724;26724;36724;46724
20270060/6;8390;18390;28390;38390;48390
20270060/7;50060;60060;70060;80060;90060
20270060/8;51726;61726;71726;81726;91726
20270060/9;53392;63392;73392;83392;93392
20270060/10;55058;65058;75058;85058;95058
20270060/11;56724;66724;76724;86724;96724
20270060/12;58390;68390;78390;88390;98390
20270061/1;61;10061;20061;30061;40061
20270061/2;1727;11727;21727;31727;41727
20270061/3;3393;13393;23393;33393;43393
20270061/4;5059;15059;25059;35059;45059
20270061/5;6725;16725;26725;36725;46725
20270061/6;8391;18391;28391;38391;48391
20270061/7;50061;60061;70061;80061;90061
20270061/8;51727;61727;71727;81727;91727
20270061/9;53393;63393;73393;83393;93393
20270061/10;55059;65059;75059;85059;95059
20270061/11;56725;66725;76725;86725;96725
20270061/12;58391;68391;78391;88391;98391
20270062/1;62;10062;20062;30062;40062
20270062/2;1728;11728;21728;31728;41728
20270062/3;3394;13394;23394;33394;43394
20270062/4;5060;15060;25060;35060;45060
20270062/5;6726;16726;26726;36726;46726
20270062/6;8392;18392;28392;38392;48392
20270062/7;50062;60062;70062;80062;90062
20270062/8;51728;61728;71728;81728;91728
20270062/9;53394;63394;73394;83394;93394
20270062/10;55060;65060;75060;85060;95060
20270062/11;56726;66726;76726;86726;96726
20270062/12;58392;68392;78392;88392;98392
20270063/1;63;10063;20063;30063;40063
20270063/2;1729;11729;21729;31729;41729
20270063/3;3395;13395;23395;33395;43395
20270063/4;5061;15061;25061;35061;45061
20270063/5;6727;16727;26727;36727;46727
20270063/6;8393;18393;28393;38393;48393
20270063/7;50063;60063;70063;80063;90063
20270063/8;51729;61729;71729;81729;91729
20270063/9;53395;63395;73395;83395;93395
20270063/10;55061;65061;75061;85061;95061
20270063/11;56727;66727;76727;86727;96727
20270063/12;58393;68393;78393;88393;98393
20270064/1;64;10064;20064;30064;40064
20270064/2;1730;11730;21730;31730;41730
20270064/3;3396;13396;23396;33396;43396
20270064/4;5062;15062;25062;35062;45062
20270064/5;6728;16728;26728;36728;46728
20270064/6;8394;18394;28394;38394;48394
20270064/7;50064;60064;70064;80064;90064
20270064/8;51730;61730;71730;81730;91730
20270064/9;53396;63396;73396;83396;93396
20270064/10;55062;65062;75062;85062;95062
20270064/11;56728;66728;76728;86728;96728
20270064/12;58394;68394;78394;88394;98394
20270065/1;65;10065;20065;30065;40065
20270065/2;1731;11731;21731;31731;41731
20270065/3;3397;13397;23397;33397;43397
20270065/4;5063;15063;25063;35063;45063
20270065/5;6729;16729;26729;36729;46729
20270065/6;8395;18395;28395;38395;48395
20270065/7;50065;60065;70065;80065;90065
20270065/8;51731;61731;71731;81731;91731
20270065/9;53397;63397;73397;83397;93397
20270065/10;55063;65063;75063;85063;95063
20270065/11;56729;66729;76729;86729;96729
20270065/12;58395;68395;78395;88395;98395
20270066/1;66;10066;20066;30066;40066
20270066/2;1732;11732;21732;31732;41732
20270066/3;3398;13398;23398;33398;43398
20270066/4;5064;15064;25064;35064;45064
20270066/5;6730;16730;26730;36730;46730
20270066/6;8396;18396;28396;38396;48396
20270066/7;50066;60066;70066;80066;90066
20270066/8;51732;61732;71732;81732;91732
20270066/9;53398;63398;73398;83398;93398
20270066/10;55064;65064;75064;85064;95064
20270066/11;56730;66730;76730;86730;96730
20270066/12;58396;68396;78396;88396;98396
20270067/1;67;10067;20067;30067;40067
20270067/2;1733;11733;21733;31733;41733
20270067/3;3399;13399;23399;33399;43399
20270067/4;5065;15065;25065;35065;45065
20270067/5;6731;16731;26731;36731;46731
20270067/6;8397;18397;28397;38397;48397
20270067/7;50067;60067;70067;80067;90067
20270067/8;51733;61733;71733;81733;91733
20270067/9;53399;63399;73399;83399;93399
20270067/10;55065;65065;75065;85065;95065
20270067/11;56731;66731;76731;86731;96731
20270067/12;58397;68397;78397;88397;98397
20270068/1;68;10068;20068;30068;40068
20270068/2;1734;11734;21734;31734;41734
20270068/3;3400;13400;23400;33400;43400
20270068/4;5066;15066;25066;35066;45066
20270068/5;6732;16732;26732;36732;46732
20270068/6;8398;18398;28398;38398;48398
20270068/7;50068;60068;70068;80068;90068
20270068/8;51734;61734;71734;81734;91734
20270068/9;53400;63400;73400;83400;93400
20270068/10;55066;65066;75066;85066;95066
20270068/11;56732;66732;76732;86732;96732
20270068/12;58398;68398;78398;88398;98398
20270069/1;69;10069;20069;30069;40069
20270069/2;1735;11735;21735;31735;41735
20270069/3;3401;13401;23401;33401;43401
20270069/4;5067;15067;25067;35067;45067
20270069/5;6733;16733;26733;36733;46733
20270069/6;8399;18399;28399;38399;48399
20270069/7;50069;60069;70069;80069;90069
20270069/8;51735;61735;71735;81735;91735
20270069/9;53401;63401;73401;83401;93401
20270069/10;55067;65067;75067;85067;95067
20270069/11;56733;66733;76733;86733;96733
20270069/12;58399;68399;78399;88399;98399
20270070/1;70;10070;20070;30070;40070
20270070/2;1736;11736;21736;31736;41736
20270070/3;3402;13402;23402;33402;43402
20270070/4;5068;15068;25068;35068;45068
20270070/5;6734;16734;26734;36734;46734
20270070/6;8400;18400;28400;38400;48400
20270070/7;50070;60070;70070;80070;90070
20270070/8;51736;61736;71736;81736;91736
20270070/9;53402;63402;73402;83402;93402
20270070/10;55068;65068;75068;85068;95068
20270070/11;56734;66734;76734;86734;96734
20270070/12;58400;68400;78400;88400;98400
20270071/1;71;10071;20071;30071;40071
20270071/2;1737;11737;21737;31737;41737
20270071/3;3403;13403;23403;33403;43403
20270071/4;5069;15069;25069;35069;45069
20270071/5;6735;16735;26735;36735;46735
20270071/6;8401;18401;28401;38401;48401
20270071/7;50071;60071;70071;80071;90071
20270071/8;51737;61737;71737;81737;91737
20270071/9;53403;63403;73403;83403;93403
20270071/10;55069;65069;75069;85069;95069
20270071/11;56735;66735;76735;86735;96735
20270071/12;58401;68401;78401;88401;98401
20270072/1;72;10072;20072;30072;40072
20270072/2;1738;11738;21738;31738;41738
20270072/3;3404;13404;23404;33404;43404
20270072/4;5070;15070;25070;35070;45070
20270072/5;6736;16736;26736;36736;46736
20270072/6;8402;18402;28402;38402;48402
20270072/7;50072;60072;70072;80072;90072
20270072/8;51738;61738;71738;81738;91738
20270072/9;53404;63404;73404;83404;93404
20270072/10;55070;65070;75070;85070;95070
20270072/11;56736;66736;76736;86736;96736
20270072/12;58402;68402;78402;88402;98402
20270073/1;73;10073;20073;30073;40073
20270073/2;1739;11739;21739;31739;41739
20270073/3;3405;13405;23405;33405;43405
20270073/4;5071;15071;25071;35071;45071
20270073/5;6737;16737;26737;36737;46737
20270073/6;8403;18403;28403;38403;48403
20270073/7;50073;60073;70073;80073;90073
20270073/8;51739;61739;71739;81739;91739
20270073/9;53405;63405;73405;83405;93405
20270073/10;55071;65071;75071;85071;95071
20270073/11;56737;66737;76737;86737;96737
20270073/12;58403;68403;78403;88403;98403
20270074/1;74;10074;20074;30074;40074
20270074/2;1740;11740;21740;31740;41740
20270074/3;3406;13406;23406;33406;43406
20270074/4;5072;15072;25072;35072;45072
20270074/5;6738;16738;26738;36738;46738
20270074/6;8404;18404;28404;38404;48404
20270074/7;50074;60074;70074;80074;90074
20270074/8;51740;61740;71740;81740;91740
20270074/9;53406;63406;73406;83406;93406
20270074/10;55072;65072;75072;85072;95072
20270074/11;56738;66738;76738;86738;96738
20270074/12;58404;68404;78404;88404;98404
20270075/1;75;10075;20075;30075;40075
20270075/2;1741;11741;21741;31741;41741
20270075/3;3407;13407;23407;33407;43407
20270075/4;5073;15073;25073;35073;45073
20270075/5;6739;16739;26739;36739;46739
20270075/6;8405;18405;28405;38405;48405
20270075/7;50075;60075;70075;80075;90075
20270075/8;51741;61741;71741;81741;91741
20270075/9;53407;63407;73407;83407;93407
20270075/10;55073;65073;75073;85073;95073
20270075/11;56739;66739;76739;86739;96739
20270075/12;58405;68405;78405;88405;98405
20270076/1;76;10076;20076;30076;40076
20270076/2;1742;11742;21742;31742;41742
20270076/3;3408;13408;23408;33408;43408
20270076/4;5074;15074;25074;35074;45074
20270076/5;6740;16740;26740;36740;46740
20270076/6;8406;18406;28406;38406;48406
20270076/7;50076;60076;70076;80076;90076
20270076/8;51742;61742;71742;81742;91742
20270076/9;53408;63408;73408;83408;93408
20270076/10;55074;65074;75074;85074;95074
20270076/11;56740;66740;76740;86740;96740
20270076/12;58406;68406;78406;88406;98406
20270077/1;77;10077;20077;30077;40077
20270077/2;1743;11743;21743;31743;41743
20270077/3;3409;13409;23409;33409;43409
20270077/4;5075;15075;25075;35075;45075
20270077/5;6741;16741;26741;36741;46741
20270077/6;8407;18407;28407;38407;48407
20270077/7;50077;60077;70077;80077;90077
20270077/8;51743;61743;71743;81743;91743
20270077/9;53409;63409;73409;83409;93409
20270077/10;55075;65075;75075;85075;95075
20270077/11;56741;66741;76741;86741;96741
20270077/12;58407;68407;78407;88407;98407
20270078/1;78;10078;20078;30078;40078
20270078/2;1744;11744;21744;31744;41744
20270078/3;3410;13410;23410;33410;43410
20270078/4;5076;15076;25076;35076;45076
20270078/5;6742;16742;26742;36742;46742
20270078/6;8408;18408;28408;38408;48408
20270078/7;50078;60078;70078;80078;90078
20270078/8;51744;61744;71744;81744;91744
20270078/9;53410;63410;73410;83410;93410
20270078/10;55076;65076;75076;85076;95076
20270078/11;56742;66742;76742;86742;96742
20270078/12;58408;68408;78408;88408;98408
20270079/1;79;10079;20079;30079;40079
20270079/2;1745;11745;21745;31745;41745
20270079/3;3411;13411;23411;33411;43411
20270079/4;5077;15077;25077;35077;45077
20270079/5;6743;16743;26743;36743;46743
20270079/6;8409;18409;28409;38409;48409
20270079/7;50079;60079;70079;80079;90079
20270079/8;51745;61745;71745;81745;91745
20270079/9;53411;63411;73411;83411;93411
20270079/10;55077;65077;75077;85077;95077
20270079/11;56743;66743;76743;86743;96743
20270079/12;58409;68409;78409;88409;98409
20270080/1;80;10080;20080;30080;40080
20270080/2;1746;11746;21746;31746;41746
20270080/3;3412;13412;23412;33412;43412
20270080/4;5078;15078;25078;35078;45078
20270080/5;6744;16744;26744;36744;46744
20270080/6;8410;18410;28410;38410;48410
20270080/7;50080;60080;70080;80080;90080
20270080/8;51746;61746;71746;81746;91746
20270080/9;53412;63412;73412;83412;93412
20270080/10;55078;65078;75078;85078;95078
20270080/11;56744;66744;76744;86744;96744
20270080/12;58410;68410;78410;88410;98410
20270081/1;81;10081;20081;30081;40081
20270081/2;1747;11747;21747;31747;41747
20270081/3;3413;13413;23413;33413;43413
20270081/4;5079;15079;25079;35079;45079
20270081/5;6745;16745;26745;36745;46745
20270081/6;8411;18411;28411;38411;48411
20270081/7;50081;60081;70081;80081;90081
20270081/8;51747;61747;71747;81747;91747
20270081/9;53413;63413;73413;83413;93413
20270081/10;55079;65079;75079;85079;95079
20270081/11;56745;66745;76745;86745;96745
20270081/12;58411;68411;78411;88411;98411
20270082/1;82;10082;20082;30082;40082
20270082/2;1748;11748;21748;31748;41748
20270082/3;3414;13414;23414;33414;43414
20270082/4;5080;15080;25080;35080;45080
20270082/5;6746;16746;26746;36746;46746
20270082/6;8412;18412;28412;38412;48412
20270082/7;50082;60082;70082;80082;90082
20270082/8;51748;61748;71748;81748;91748
20270082/9;53414;63414;73414;83414;93414
20270082/10;55080;65080;75080;85080;95080
20270082/11;56746;66746;76746;86746;96746
20270082/12;58412;68412;78412;88412;98412
20270083/1;83;10083;20083;30083;40083
20270083/2;1749;11749;21749;31749;41749
20270083/3;3415;13415;23415;33415;43415
20270083/4;5081;15081;25081;35081;45081
20270083/5;6747;16747;26747;36747;46747
20270083/6;8413;18413;28413;38413;48413
20270083/7;50083;60083;70083;80083;90083
20270083/8;51749;61749;71749;81749;91749
20270083/9;53415;63415;73415;83415;93415
20270083/10;55081;65081;75081;85081;95081
20270083/11;56747;66747;76747;86747;96747
20270083/12;58413;68413;78413;88413;98413
20270084/1;84;10084;20084;30084;40084
20270084/2;1750;11750;21750;31750;41750
20270084/3;3416;13416;23416;33416;43416
20270084/4;5082;15082;25082;35082;45082
20270084/5;6748;16748;26748;36748;46748
20270084/6;8414;18414;28414;38414;48414
20270084/7;50084;60084;70084;80084;90084
20270084/8;51750;61750;71750;81750;91750
20270084/9;53416;63416;73416;83416;93416
20270084/10;55082;65082;75082;85082;95082
20270084/11;56748;66748;76748;86748;96748
20270084/12;58414;68414;78414;88414;98414
20270085/1;85;10085;20085;30085;40085
20270085/2;1751;11751;21751;31751;41751
20270085/3;3417;13417;23417;33417;43417
20270085/4;5083;15083;25083;35083;45083
20270085/5;6749;16749;26749;36749;46749
20270085/6;8415;18415;28415;38415;48415
20270085/7;50085;60085;70085;80085;90085
20270085/8;51751;61751;71751;81751;91751
20270085/9;53417;63417;73417;83417;93417
20270085/10;55083;65083;75083;85083;95083
20270085/11;56749;66749;76749;86749;96749
20270085/12;58415;68415;78415;88415;98415
20270086/1;86;10086;20086;30086;40086
20270086/2;1752;11752;21752;31752;41752
20270086/3;3418;13418;23418;33418;43418
20270086/4;5084;15084;25084;35084;45084
20270086/5;6750;16750;26750;36750;46750
20270086/6;8416;18416;28416;38416;48416
20270086/7;50086;60086;70086;80086;90086
20270086/8;51752;61752;71752;81752;91752
20270086/9;53418;63418;73418;83418;93418
20270086/10;55084;65084;75084;85084;95084
20270086/11;56750;66750;76750;86750;96750
20270086/12;58416;68416;78416;88416;98416
20270087/1;87;10087;20087;30087;40087
20270087/2;1753;11753;21753;31753;41753
20270087/3;3419;13419;23419;33419;43419
20270087/4;5085;15085;25085;35085;45085
20270087/5;6751;16751;26751;36751;46751
20270087/6;8417;18417;28417;38417;48417
20270087/7;50087;60087;70087;80087;90087
20270087/8;51753;61753;71753;81753;91753
20270087/9;53419;63419;73419;83419;93419
20270087/10;55085;65085;75085;85085;95085
20270087/11;56751;66751;76751;86751;96751
20270087/12;58417;68417;78417;88417;98417
20270088/1;88;10088;20088;30088;40088
20270088/2;1754;11754;21754;31754;41754
20270088/3;3420;13420;23420;33420;43420
20270088/4;5086;15086;25086;35086;45086
20270088/5;6752;16752;26752;36752;46752
20270088/6;8418;18418;28418;38418;48418
20270088/7;50088;60088;70088;80088;90088
20270088/8;51754;61754;71754;81754;91754
20270088/9;53420;63420;73420;83420;93420
20270088/10;55086;65086;75086;85086;95086
20270088/11;56752;66752;76752;86752;96752
20270088/12;58418;68418;78418;88418;98418
20270089/1;89;10089;20089;30089;40089
20270089/2;1755;11755;21755;31755;41755
20270089/3;3421;13421;23421;33421;43421
20270089/4;5087;15087;25087;35087;45087
20270089/5;6753;16753;26753;36753;46753
20270089/6;8419;18419;28419;38419;48419
20270089/7;50089;60089;70089;80089;90089
20270089/8;51755;61755;71755;81755;91755
20270089/9;53421;63421;73421;83421;93421
20270089/10;55087;65087;75087;85087;95087
20270089/11;56753;66753;76753;86753;96753
20270089/12;58419;68419;78419;88419;98419
20270090/1;90;10090;20090;30090;40090
20270090/2;1756;11756;21756;31756;41756
20270090/3;3422;13422;23422;33422;43422
20270090/4;5088;15088;25088;35088;45088
20270090/5;6754;16754;26754;36754;46754
20270090/6;8420;18420;28420;38420;48420
20270090/7;50090;60090;70090;80090;90090
20270090/8;51756;61756;71756;81756;91756
20270090/9;53422;63422;73422;83422;93422
20270090/10;55088;65088;75088;85088;95088
20270090/11;56754;66754;76754;86754;96754
20270090/12;58420;68420;78420;88420;98420
20270091/1;91;10091;20091;30091;40091
20270091/2;1757;11757;21757;31757;41757
20270091/3;3423;13423;23423;33423;43423
